(19,23,5.0)
(19,30,5.1)
(19,34,4.9)
(19,56,4.4)
(19,57,3.9)
(19,73,21.4)
(19,77,3.7)
(19,86,10.5)
(19,88,3.5)
(19,92,12.1)
(19,102,3.4)
(19,105,3.8)
(19,111,3.4)
(19,119,4.0)
(19,130,3.6)
(19,134,3.6)
(19,150,4.0)
(19,165,3.8)
(19,177,5.0)
(19,195,2.8)
(19,212,8.9)
(19,213,6.2)
(19,214,3.4)
(19,220,3.5)
(19,232,3.4)
(19,242,2.8)
(19,243,3.6)
(19,247,3.6)
(19,254,27.0)
(19,262,3.9)
(19,268,4.5)
(19,285,3.2)
(19,292,3.6)
(19,294,5.1)
(19,303,3.1)
(19,306,3.3)
(19,311,4.4)
(19,312,3.2)
(19,342,4.6)
(19,344,4.1)
(19,345,3.2)
(19,353,4.4)
(19,355,4.1)
(19,358,3.2)
(19,380,8.7)
(19,387,5.3)
(19,388,5.0)
(19,390,10.0)
(19,423,3.9)
(19,430,3.9)
(19,431,3.5)
(19,434,5.2)
(19,442,3.5)
(19,452,8.4)
(19,457,4.8)
(19,460,3.3)
(19,461,6.2)
(19,463,3.6)
(19,466,3.6)
(19,468,10.6)
(19,472,5.1)
(19,487,12.1)
(19,505,3.1)
(19,509,6.6)
(19,514,2.2)
(19,516,15.4)
(19,518,4.0)
(19,529,3.1)
(19,534,3.8)
(19,537,3.4)
(19,547,9.8)
(19,548,8.9)
(19,561,3.8)
(19,562,4.1)
(19,564,23.6)
(19,575,3.0)
(19,577,3.3)
(19,580,8.5)
(19,585,3.6)
(19,587,3.5)
(19,596,4.5)
(19,597,5.6)
(19,602,21.3)
(19,605,3.3)
(19,607,4.4)
(19,608,4.4)
(19,624,9.7)
(19,641,13.3)
(19,654,7.1)
(19,659,17.7)
(19,665,3.4)
(21,23,6.8)
(21,30,6.9)
(21,73,22.3)
(21,102,4.0)
(21,105,5.1)
(21,119,5.4)
(21,130,4.6)
(21,195,3.3)
(21,212,11.8)
(21,232,4.4)
(21,268,6.3)
(21,306,5.4)
(21,311,7.9)
(21,344,1.3)
(21,358,4.1)
(21,388,7.0)
(21,452,11.1)
(21,461,10.5)
(21,468,14.1)
(21,472,7.0)
(21,509,9.8)
(21,514,3.6)
(21,518,6.1)
(21,537,1.6)
(21,547,12.9)
(21,564,29.1)
(21,580,11.9)
(21,624,12.9)
(22,23,4.7)
(22,30,5.1)
(22,73,17.5)
(22,77,2.0)
(22,78,1.3)
(22,88,1.8)
(22,105,3.1)
(22,119,4.0)
(22,130,2.8)
(22,134,2.0)
(22,150,1.9)
(22,157,1.7)
(22,165,1.9)
(22,199,1.7)
(22,212,7.9)
(22,213,4.4)
(22,243,1.5)
(22,262,2.0)
(22,268,3.7)
(22,285,2.1)
(22,292,1.9)
(22,294,4.0)
(22,295,1.4)
(22,311,6.4)
(22,313,1.5)
(22,346,1.2)
(22,353,2.6)
(22,355,2.0)
(22,380,6.9)
(22,384,2.0)
(22,388,4.7)
(22,430,2.1)
(22,452,9.0)
(22,457,3.3)
(22,461,8.0)
(22,463,2.8)
(22,468,10.3)
(22,472,4.9)
(22,475,3.9)
(22,480,2.0)
(22,509,7.7)
(22,518,5.2)
(22,547,9.7)
(22,561,1.8)
(22,562,1.9)
(22,564,28.3)
(22,574,1.8)
(22,580,8.4)
(22,596,3.2)
(22,598,1.5)
(22,607,3.2)
(22,615,2.3)
(22,624,8.1)
(22,654,6.2)
(22,664,3.2)
(23,30,3.0)
(23,34,7.0)
(23,48,6.0)
(23,56,3.7)
(23,57,6.1)
(23,72,8.2)
(23,73,15.3)
(23,75,10.1)
(23,77,3.5)
(23,78,4.2)
(23,88,3.5)
(23,93,5.9)
(23,94,5.6)
(23,97,10.3)
(23,99,8.1)
(23,102,3.5)
(23,105,2.9)
(23,111,3.7)
(23,118,8.2)
(23,119,3.2)
(23,125,4.1)
(23,128,5.5)
(23,130,3.0)
(23,134,3.4)
(23,150,3.9)
(23,152,4.6)
(23,157,4.6)
(23,159,9.0)
(23,165,3.6)
(23,176,9.5)
(23,185,5.6)
(23,187,4.6)
(23,195,3.5)
(23,199,5.0)
(23,200,6.9)
(23,212,5.5)
(23,213,5.0)
(23,214,4.9)
(23,220,4.6)
(23,232,3.4)
(23,235,8.3)
(23,236,12.2)
(23,240,4.7)
(23,242,3.8)
(23,243,3.9)
(23,247,4.8)
(23,253,4.6)
(23,262,3.5)
(23,265,11.4)
(23,268,3.1)
(23,283,10.4)
(23,285,3.8)
(23,292,3.6)
(23,294,4.2)
(23,295,4.1)
(23,299,11.7)
(23,303,3.9)
(23,306,4.6)
(23,309,13.3)
(23,311,5.3)
(23,312,4.4)
(23,313,4.2)
(23,342,7.0)
(23,344,6.3)
(23,345,4.3)
(23,346,4.9)
(23,353,3.5)
(23,355,3.5)
(23,358,3.3)
(23,363,7.2)
(23,373,6.8)
(23,380,5.7)
(23,382,6.0)
(23,384,4.0)
(23,387,8.3)
(23,388,2.3)
(23,394,6.0)
(23,405,5.1)
(23,407,5.8)
(23,408,5.8)
(23,417,12.5)
(23,423,4.3)
(23,426,8.0)
(23,427,16.2)
(23,428,5.7)
(23,430,3.3)
(23,431,4.0)
(23,433,5.3)
(23,434,8.4)
(23,439,5.3)
(23,442,4.1)
(23,450,29.0)
(23,452,5.9)
(23,457,3.4)
(23,460,4.7)
(23,461,5.5)
(23,463,3.2)
(23,466,5.4)
(23,468,6.4)
(23,472,2.2)
(23,475,7.2)
(23,480,4.2)
(23,481,4.4)
(23,500,5.1)
(23,505,4.0)
(23,509,3.9)
(23,514,5.4)
(23,518,6.1)
(23,520,6.2)
(23,522,7.0)
(23,523,7.1)
(23,527,6.3)
(23,529,4.1)
(23,534,5.1)
(23,537,5.4)
(23,544,5.9)
(23,547,5.6)
(23,558,17.8)
(23,559,9.3)
(23,561,3.6)
(23,562,3.4)
(23,564,38.2)
(23,574,3.9)
(23,575,4.2)
(23,577,4.0)
(23,580,5.2)
(23,585,5.4)
(23,587,4.5)
(23,596,3.0)
(23,597,8.5)
(23,598,4.1)
(23,605,4.9)
(23,607,3.4)
(23,608,5.9)
(23,615,5.4)
(23,624,6.5)
(23,627,4.8)
(23,647,14.0)
(23,648,9.4)
(23,654,5.0)
(23,664,4.9)
(23,665,3.9)
(23,671,10.6)
(26,73,27.1)
(26,152,3.7)
(26,157,3.9)
(26,199,3.6)
(26,212,15.2)
(26,268,8.9)
(26,353,6.5)
(26,355,5.4)
(26,380,12.8)
(26,384,5.0)
(26,430,5.6)
(26,457,7.7)
(26,468,19.5)
(26,475,5.0)
(26,480,4.9)
(26,481,4.1)
(26,509,16.5)
(26,547,19.0)
(26,574,4.8)
(26,580,16.8)
(26,596,8.0)
(26,615,4.4)
(26,624,15.9)
(26,664,6.4)
(30,34,7.2)
(30,41,15.1)
(30,56,4.5)
(30,57,6.2)
(30,73,17.9)
(30,75,10.6)
(30,77,3.7)
(30,78,4.7)
(30,83,9.9)
(30,88,3.9)
(30,93,6.1)
(30,95,6.4)
(30,99,8.2)
(30,102,3.5)
(30,105,2.8)
(30,111,3.9)
(30,118,8.4)
(30,119,2.4)
(30,120,6.8)
(30,125,4.5)
(30,128,5.6)
(30,130,2.9)
(30,134,3.8)
(30,150,3.9)
(30,152,5.3)
(30,157,5.4)
(30,159,9.4)
(30,160,38.3)
(30,165,3.8)
(30,177,7.5)
(30,185,5.7)
(30,187,4.9)
(30,195,3.6)
(30,199,5.7)
(30,200,7.7)
(30,212,6.2)
(30,213,5.1)
(30,214,5.1)
(30,219,8.4)
(30,220,4.8)
(30,232,3.1)
(30,235,8.5)
(30,236,12.4)
(30,239,6.5)
(30,240,5.0)
(30,242,3.9)
(30,243,4.1)
(30,245,13.7)
(30,247,4.8)
(30,253,4.8)
(30,262,4.2)
(30,265,11.4)
(30,268,3.4)
(30,282,7.4)
(30,285,3.8)
(30,292,3.8)
(30,294,3.9)
(30,295,4.4)
(30,303,4.2)
(30,306,3.4)
(30,311,4.0)
(30,312,4.6)
(30,313,4.6)
(30,328,8.3)
(30,342,7.1)
(30,344,6.4)
(30,345,4.6)
(30,346,5.2)
(30,350,10.0)
(30,353,4.0)
(30,355,4.1)
(30,358,3.1)
(30,363,7.2)
(30,367,8.6)
(30,373,6.9)
(30,380,6.7)
(30,382,6.4)
(30,384,4.7)
(30,387,8.2)
(30,388,2.6)
(30,394,6.4)
(30,405,5.3)
(30,407,6.1)
(30,408,5.9)
(30,412,7.8)
(30,423,4.8)
(30,428,6.3)
(30,430,3.9)
(30,431,4.2)
(30,433,6.0)
(30,434,8.5)
(30,439,5.5)
(30,442,4.3)
(30,452,4.9)
(30,457,4.1)
(30,460,4.9)
(30,461,4.9)
(30,463,2.9)
(30,466,5.4)
(30,468,7.1)
(30,471,7.2)
(30,472,2.5)
(30,480,4.8)
(30,481,5.3)
(30,500,5.5)
(30,505,4.2)
(30,509,4.0)
(30,510,13.3)
(30,514,5.5)
(30,518,5.2)
(30,520,6.7)
(30,523,7.5)
(30,527,6.6)
(30,529,4.3)
(30,533,12.7)
(30,534,5.2)
(30,537,5.5)
(30,544,6.7)
(30,547,5.8)
(30,550,12.6)
(30,558,18.3)
(30,559,9.3)
(30,561,4.1)
(30,562,3.8)
(30,564,24.4)
(30,574,4.5)
(30,575,4.2)
(30,577,4.2)
(30,580,5.7)
(30,585,5.5)
(30,587,4.8)
(30,595,10.3)
(30,596,3.5)
(30,597,8.6)
(30,598,4.3)
(30,605,5.0)
(30,607,3.4)
(30,608,6.1)
(30,615,6.4)
(30,624,7.1)
(30,627,5.1)
(30,647,14.2)
(30,654,5.0)
(30,664,6.0)
(30,665,3.9)
(30,671,11.3)
(34,73,22.6)
(34,102,4.1)
(34,105,5.3)
(34,119,5.6)
(34,130,4.7)
(34,195,3.3)
(34,212,12.0)
(34,214,1.6)
(34,232,4.6)
(34,242,2.9)
(34,268,6.5)
(34,311,8.8)
(34,358,4.3)
(34,388,7.2)
(34,452,11.5)
(34,461,11.1)
(34,463,4.7)
(34,468,14.4)
(34,472,7.1)
(34,509,10.1)
(34,547,13.2)
(34,564,30.8)
(34,580,12.3)
(34,624,13.1)
(36,564,268.0)
(41,73,33.0)
(41,77,8.3)
(41,119,12.0)
(41,213,13.1)
(41,461,20.3)
(41,468,24.9)
(41,564,43.1)
(41,580,21.3)
(41,624,20.7)
(41,654,16.7)
(43,564,268.0)
(48,56,2.7)
(48,72,2.6)
(48,73,17.9)
(48,77,3.1)
(48,78,2.3)
(48,88,3.0)
(48,94,1.8)
(48,105,4.5)
(48,134,3.0)
(48,149,3.9)
(48,152,2.0)
(48,157,1.7)
(48,165,3.0)
(48,176,3.6)
(48,199,1.7)
(48,200,2.9)
(48,205,7.0)
(48,212,8.3)
(48,213,4.5)
(48,243,2.8)
(48,250,8.0)
(48,262,2.7)
(48,268,4.3)
(48,270,5.5)
(48,287,7.5)
(48,313,2.6)
(48,353,3.2)
(48,355,2.7)
(48,380,6.6)
(48,384,2.4)
(48,388,6.0)
(48,402,3.4)
(48,423,2.3)
(48,426,2.7)
(48,428,2.2)
(48,430,3.0)
(48,433,2.0)
(48,452,12.2)
(48,457,3.6)
(48,461,11.0)
(48,468,11.4)
(48,472,6.5)
(48,475,2.7)
(48,480,2.2)
(48,481,2.0)
(48,501,4.8)
(48,509,9.3)
(48,544,2.1)
(48,547,10.5)
(48,553,3.8)
(48,561,2.7)
(48,562,3.0)
(48,563,9.8)
(48,564,46.8)
(48,574,2.3)
(48,580,9.1)
(48,584,3.2)
(48,596,4.0)
(48,607,4.3)
(48,615,1.5)
(48,624,8.2)
(48,654,7.3)
(48,664,2.5)
(56,72,3.9)
(56,73,15.7)
(56,77,2.0)
(56,78,2.1)
(56,88,1.9)
(56,94,2.6)
(56,97,6.6)
(56,102,3.6)
(56,105,2.7)
(56,111,2.2)
(56,119,3.8)
(56,125,1.9)
(56,130,2.5)
(56,134,2.0)
(56,149,5.8)
(56,150,2.4)
(56,152,2.2)
(56,157,2.2)
(56,165,2.1)
(56,187,2.3)
(56,195,2.8)
(56,199,2.2)
(56,212,6.4)
(56,213,3.7)
(56,232,3.6)
(56,240,2.6)
(56,242,3.0)
(56,253,2.5)
(56,262,1.9)
(56,268,2.5)
(56,270,8.6)
(56,275,6.2)
(56,292,2.2)
(56,294,3.8)
(56,295,2.2)
(56,303,2.1)
(56,306,4.4)
(56,311,6.0)
(56,345,2.4)
(56,353,2.2)
(56,355,2.1)
(56,358,3.3)
(56,380,5.4)
(56,382,3.2)
(56,384,2.2)
(56,388,3.7)
(56,402,4.5)
(56,423,2.2)
(56,426,3.9)
(56,428,2.8)
(56,430,2.0)
(56,431,2.1)
(56,433,2.6)
(56,442,2.2)
(56,452,8.4)
(56,457,1.9)
(56,460,2.8)
(56,461,6.9)
(56,463,2.8)
(56,468,8.6)
(56,472,4.0)
(56,475,3.9)
(56,480,1.7)
(56,481,2.0)
(56,500,2.7)
(56,501,7.2)
(56,505,2.6)
(56,509,6.1)
(56,518,5.6)
(56,519,12.1)
(56,522,3.8)
(56,529,3.1)
(56,544,3.0)
(56,547,7.6)
(56,553,5.8)
(56,561,1.9)
(56,562,2.1)
(56,564,35.2)
(56,574,1.9)
(56,575,2.9)
(56,577,2.3)
(56,580,6.6)
(56,585,3.7)
(56,587,3.2)
(56,596,2.4)
(56,598,2.2)
(56,607,2.7)
(56,615,2.4)
(56,624,6.4)
(56,654,5.1)
(56,664,2.7)
(56,665,2.4)
(57,73,21.3)
(57,102,3.5)
(57,105,4.5)
(57,119,4.8)
(57,130,4.0)
(57,195,2.8)
(57,212,10.9)
(57,232,3.9)
(57,242,2.4)
(57,268,5.6)
(57,285,2.8)
(57,306,4.8)
(57,311,7.2)
(57,358,3.6)
(57,388,6.3)
(57,452,10.3)
(57,461,9.6)
(57,463,3.9)
(57,468,13.1)
(57,472,6.2)
(57,509,9.0)
(57,514,3.3)
(57,518,5.5)
(57,529,2.1)
(57,537,1.4)
(57,547,12.1)
(57,564,28.3)
(57,575,2.1)
(57,580,11.0)
(57,624,11.5)
(57,654,8.2)
(61,73,33.2)
(61,212,21.3)
(61,213,14.4)
(61,294,14.0)
(61,380,19.2)
(61,468,25.8)
(61,500,6.0)
(61,547,26.7)
(61,580,22.8)
(61,624,21.4)
(61,654,19.0)
(67,564,268.0)
(68,73,36.4)
(68,212,23.7)
(68,294,15.6)
(68,452,25.6)
(68,468,27.8)
(68,509,23.2)
(68,547,26.5)
(68,624,24.3)
(68,654,20.9)
(72,73,22.4)
(72,94,2.0)
(72,134,4.2)
(72,152,2.6)
(72,157,2.6)
(72,199,2.4)
(72,212,11.4)
(72,213,6.8)
(72,262,3.8)
(72,268,6.4)
(72,270,2.3)
(72,353,4.7)
(72,355,3.9)
(72,380,9.7)
(72,384,3.6)
(72,388,8.2)
(72,426,1.2)
(72,457,5.4)
(72,461,16.0)
(72,468,15.0)
(72,475,3.7)
(72,480,3.5)
(72,481,2.8)
(72,509,12.8)
(72,544,2.0)
(72,547,15.0)
(72,553,1.6)
(72,574,3.4)
(72,580,12.4)
(72,596,5.8)
(72,615,3.1)
(72,624,11.4)
(72,654,9.8)
(72,664,4.6)
(73,75,24.9)
(73,77,15.9)
(73,78,17.0)
(73,83,24.3)
(73,84,54.9)
(73,88,16.1)
(73,91,62.8)
(73,92,56.8)
(73,93,19.6)
(73,94,18.7)
(73,95,20.3)
(73,97,26.2)
(73,99,25.0)
(73,102,19.5)
(73,105,14.9)
(73,111,16.8)
(73,118,24.8)
(73,119,16.4)
(73,120,20.8)
(73,124,268.0)
(73,125,16.9)
(73,128,18.9)
(73,130,15.3)
(73,133,50.2)
(73,134,15.9)
(73,148,37.3)
(73,149,26.1)
(73,150,16.1)
(73,152,17.2)
(73,157,17.0)
(73,159,24.7)
(73,165,16.0)
(73,169,268.0)
(73,175,62.9)
(73,176,24.2)
(73,177,22.2)
(73,178,45.5)
(73,185,19.3)
(73,187,17.4)
(73,189,50.8)
(73,195,17.0)
(73,199,17.4)
(73,200,20.8)
(73,201,34.1)
(73,205,36.3)
(73,212,10.4)
(73,213,13.6)
(73,214,18.7)
(73,219,22.3)
(73,220,18.4)
(73,230,90.4)
(73,232,19.1)
(73,234,59.1)
(73,235,22.7)
(73,239,20.5)
(73,240,18.1)
(73,242,17.6)
(73,243,16.3)
(73,245,30.6)
(73,247,18.0)
(73,250,42.5)
(73,251,86.4)
(73,253,17.7)
(73,262,15.9)
(73,268,14.4)
(73,270,34.4)
(73,273,126.3)
(73,275,25.3)
(73,282,21.4)
(73,283,26.1)
(73,285,16.7)
(73,287,35.5)
(73,292,16.7)
(73,294,14.3)
(73,295,17.2)
(73,297,69.5)
(73,299,31.2)
(73,303,17.1)
(73,306,23.2)
(73,309,30.6)
(73,311,28.3)
(73,312,17.6)
(73,313,16.8)
(73,316,37.7)
(73,324,33.2)
(73,328,22.9)
(73,339,126.3)
(73,342,22.7)
(73,344,21.3)
(73,345,17.8)
(73,346,18.0)
(73,350,24.4)
(73,353,15.3)
(73,355,15.9)
(73,358,16.9)
(73,362,50.2)
(73,363,22.0)
(73,367,22.3)
(73,371,41.2)
(73,373,22.2)
(73,378,51.1)
(73,380,11.2)
(73,382,19.4)
(73,384,16.1)
(73,388,14.1)
(73,390,34.9)
(73,394,19.4)
(73,402,23.7)
(73,405,18.7)
(73,407,19.9)
(73,408,19.3)
(73,412,21.5)
(73,417,28.4)
(73,418,26.8)
(73,423,17.1)
(73,426,22.2)
(73,427,35.7)
(73,428,18.9)
(73,430,15.8)
(73,431,17.1)
(73,433,18.4)
(73,434,26.9)
(73,439,18.9)
(73,442,17.2)
(73,450,52.4)
(73,452,37.5)
(73,457,14.7)
(73,460,18.5)
(73,461,28.2)
(73,463,15.6)
(73,466,18.9)
(73,468,10.6)
(73,471,20.5)
(73,472,15.5)
(73,475,17.0)
(73,479,126.3)
(73,480,16.2)
(73,481,16.8)
(73,483,45.9)
(73,486,44.8)
(73,500,17.8)
(73,501,30.1)
(73,502,71.1)
(73,505,18.1)
(73,509,19.2)
(73,514,22.4)
(73,518,31.3)
(73,519,37.5)
(73,520,20.1)
(73,522,20.6)
(73,523,21.1)
(73,525,34.0)
(73,527,20.6)
(73,528,46.4)
(73,529,18.0)
(73,531,35.1)
(73,534,18.5)
(73,537,20.4)
(73,544,19.4)
(73,547,17.1)
(73,548,35.8)
(73,550,32.5)
(73,553,27.0)
(73,559,25.1)
(73,560,144.5)
(73,561,16.1)
(73,562,16.0)
(73,563,51.2)
(73,564,232.0)
(73,570,45.5)
(73,572,268.0)
(73,574,16.2)
(73,575,17.6)
(73,577,17.1)
(73,580,10.9)
(73,582,87.9)
(73,584,23.6)
(73,585,19.8)
(73,587,19.2)
(73,592,33.0)
(73,595,27.4)
(73,596,14.7)
(73,597,26.7)
(73,598,17.2)
(73,599,77.8)
(73,603,59.0)
(73,605,18.6)
(73,607,14.8)
(73,608,20.6)
(73,615,16.8)
(73,620,40.5)
(73,623,58.4)
(73,624,15.8)
(73,626,59.5)
(73,627,18.0)
(73,646,29.6)
(73,648,24.7)
(73,654,18.1)
(73,655,126.3)
(73,664,15.0)
(73,665,16.7)
(73,671,27.2)
(75,212,14.6)
(75,380,13.3)
(75,452,15.1)
(75,461,15.1)
(75,468,17.4)
(75,509,13.8)
(75,547,16.4)
(75,564,36.0)
(75,580,15.2)
(75,596,8.4)
(75,624,15.1)
(75,654,12.2)
(77,78,1.7)
(77,88,1.4)
(77,94,2.5)
(77,102,3.0)
(77,105,2.2)
(77,111,1.6)
(77,119,2.9)
(77,125,1.6)
(77,130,1.8)
(77,134,1.4)
(77,150,1.9)
(77,152,2.0)
(77,157,2.2)
(77,165,1.5)
(77,185,2.9)
(77,187,2.0)
(77,195,2.2)
(77,199,2.4)
(77,212,6.6)
(77,213,3.3)
(77,214,2.5)
(77,220,2.2)
(77,232,3.0)
(77,240,2.3)
(77,242,2.5)
(77,243,1.5)
(77,247,2.3)
(77,253,2.0)
(77,262,1.7)
(77,268,2.6)
(77,285,1.9)
(77,292,1.7)
(77,294,3.1)
(77,295,1.6)
(77,303,1.7)
(77,306,3.6)
(77,311,4.9)
(77,312,2.2)
(77,313,1.8)
(77,328,4.5)
(77,345,2.0)
(77,346,2.2)
(77,353,1.9)
(77,355,1.5)
(77,358,2.7)
(77,380,5.9)
(77,384,2.0)
(77,388,3.5)
(77,394,3.0)
(77,423,2.0)
(77,428,2.6)
(77,430,1.5)
(77,431,1.7)
(77,433,2.4)
(77,442,1.7)
(77,452,7.5)
(77,457,2.4)
(77,460,2.4)
(77,461,6.2)
